num,pubName,stripped,address,pubID
113,"The Royal Oak, Barking North, Barking",royal oak,"The Royal Oak, 203  Longbridge Road, Barking, IG11 8UF",11198
114,"Miller & Carter, Basildon",miller & carter,"Miller & Carter, The Climax High Road, Langdon Hills, SS16 6HU",11211
115,"The Anchor Inn, South Benfleet, Benfleet",anchor inn,"The Anchor Inn, 1  Essex Way, Benfleet, SS7 1LS",11225
116,"White Hart, Benfleet",white hart,"White Hart, Hart Road, Thundersley, SS7 3PF",11235
117,"The Dukes Head, Billericay",dukes head,"The Dukes Head, Laindon Common Road, Little Burstead, CM12 9TA",11240
118,"Coach & Horses, Billericay Central, Billericay",coach & horses,"Coach & Horses, 36  Chapel Street, Billericay, CM12 9LU",11242
119,"Fox & Hounds, Billericay",fox & hounds,"Fox & Hounds, Church Road, Ramsden Heath, CM11 1PW",11245
120,"The White Horse, Billericay",white horse,"The White Horse, Heath Road, Ramsden Heath, CM11 1NA",11251
121,"Bell Inn, Braintree",bell inn,"Bell Inn, Dunmow Road, Great Bardfield, CM7 4SA",11254
122,"The Bell Inn, Braintree",bell inn,"The Bell Inn, 37  Kynaston Road, Panfield, CM7 5AQ",11255
123,"The Fox Inn, Braintree",fox inn,"The Fox Inn, The Green, Finchingfield, CM7 4JX",11264
124,"Green Dragon, Braintree",green dragon,"Green Dragon, London Road, Black Notley, CM77 8QN",11265
125,"Horse & Groom, Braintree Central, Braintree",horse & groom,"Horse & Groom, Rayne Road, Braintree, CM7 2QH",11267
126,"King William IV, Braintree",king william iv,"King William IV, London Road, Great Notley, CM77 7PU",11269
127,"The Orange Tree, Braintree East, Braintree",orange tree,"The Orange Tree, Cressing Road, Braintree, CM7 3PH",11276
128,"The White Hart, Braintree Central, Braintree",white hart,"The White Hart, Bocking End, Braintree, CM7 9AB",11291
129,"The Vine Inn, Braintree",vine inn,"The Vine Inn, The Street, Black Notley, CM77 8LL",11294
130,"The New Inn, Bath Central, Bath",new inn,"The New Inn, 24  Monmouth Place, Bath, BA1 2AY",113
131,"Horse & Jockey, Dunstable",horse & jockey,"Horse & Jockey, 125 Watling Street, Kensworth, LU6 3QP",1132
132,"The Kings Arms, Dunstable",kings arms,"The Kings Arms, High Street, Houghton Regis, LU5 5BJ",1134
133,"The Black Bull, Chelmsford North, Chelmsford",black bull,"The Black Bull, 244  Rainsford Road, Chelmsford, CM1 2PN",11380
134,"The Chequers Inn, Chelmsford",chequers inn,"The Chequers Inn, The Street, Roxwell, CM1 4PD",11389
135,"The Dog & Partridge, Chelmsford",dog & partridge,"The Dog & Partridge, Main Road, Great Leighs, CM3 1NR",11401
136,"Duke Of Wellington, Chelmsford",duke of wellington,"Duke Of Wellington, The Street, Hatfield Peverel, CM3 2EA",11402
137,"The Fox & Goose, Chelmsford",fox & goose,"The Fox & Goose, Mill House Ongar Road, Cooksmill Green, CM1 3SW",11408
138,"Fox & Hounds, Chelmsford",fox & hounds,"Fox & Hounds, Birchwood Road, Cock Clarks, CM3 6RF",11409
139,"The Rose & Crown, Chelmsford",rose & crown,"The Rose & Crown, Minnows End, Chelmsford Road, Great Waltham, CM3 1AG",11412
140,"Horse & Groom, Chelmsford",horse & groom,"Horse & Groom, Roxwell Road, Writtle, CM1 3RU",11417
141,"Old Red Lion, Dunstable",red lion,"Old Red Lion, Bedford Road, Houghton Regis, LU5 6JR",1142
142,"The Kings Arms, Chelmsford",kings arms,"The Kings Arms, 295  Main Road, Broomfield, CM1 7AU",11420
143,"The Kings Head, Chelmsford",kings head,"The Kings Head, 49  Maldon Road, Great Baddow, CM2 7DN",11421
144,"Red Lion, Chelmsford",red lion,"Red Lion, 47  The Street, Latchingdon, CM3 6JR",11423
145,"The Orange Tree, Chelmsford Central, Chelmsford",orange tree,"The Orange Tree, 6  Lower Anchor Street, Chelmsford, CM2 0AS",11430
146,"The Queen's Head, Chelmsford Central, Chelmsford",queens head,"The Queen's Head, 30  Lower Anchor Street, Chelmsford, CM2 0AS",11432
147,"The Prince of Wales, Chelmsford",prince of wales,"The Prince of Wales, Woodham Road, Stow Maries, CM3 6SA",11437
148,"The Queens Head, Chelmsford",queens head,"The Queens Head, Church Road, Boreham, CM3 3EG",11438
149,"The Golden Fleece, Chelmsford Central, Chelmsford",golden fleece,"The Golden Fleece, Duke Street, Chelmsford, CM1 1JP",11439
150,"Star & Garter, Chelmsford Central, Chelmsford",star & garter,"Star & Garter, 159  Moulsham Street, Chelmsford, CM2 0LD",11461
151,"The Red Lion, Dunstable",red lion,"The Red Lion, Church Road, Studham, LU6 2QA",1148
152,"The White Bear, Galleywood, Chelmsford",white bear,"The White Bear, Watchouse Road, Chelmsford, CM2 8NH",11484
153,"White Hart Inn, Chelmsford",white hart inn,"White Hart Inn, 107  The Street, Little Waltham, CM3 3NY",11485
154,"The White Horse, Chelmsford",white horse,"The White Horse, 78  High Street, Great Baddow, CM2 7HH",11490
155,"The Slug & Lettuce, Chelmsford Central, Chelmsford",slug & lettuce,"The Slug & Lettuce, Empire Walk, Chelmsford, CM2 6FL",11495
156,"The Kings Arms, Clacton-On-Sea",kings arms,"The Kings Arms, 10  Colchester Road, St. Osyth, CO16 8HA",11524
157,"The Swan Inn, Dunstable",swan inn,"The Swan Inn, Leighton Road, Northall, LU6 2EY",1153
158,"The Red Lion, Clacton-On-Sea",red lion,"The Red Lion, 8  Clacton Road, St. Osyth, CO16 8PA",11537
159,"The Rose & Crown, Clacton-On-Sea",rose & crown,"The Rose & Crown, High Street, Thorpe-Le-Soken, CO16 0EF",11541
160,"The Ship Inn, Clacton-On-Sea",ship inn,"The Ship Inn, 2  Valley Road, Great Clacton, CO15 4AR",11546
161,"The Bell Inn, Clacton-On-Sea",bell inn,"The Bell Inn, High Street, Thorpe-Le-Soken, CO16 0DY",11549
162,"The White Hart, Clacton-On-Sea",white hart,"The White Hart, Clacton Road, Weeley Heath, CO16 9ED",11557
163,"The White Swan Inn, Dunstable Town Centre, Dunstable",white swan inn,"The White Swan Inn, 91  High Street South, Dunstable, LU6 3SF",1161
164,"The Red Lion, Leighton Buzzard Central, Leighton Buzzard",red lion,"The Red Lion, 1  North Street, Leighton Buzzard, LU7 1EF",1173
165,"The Black Horse Inn, Great Dunmow",black horse inn,"The Black Horse Inn, Chelmsford Road, White Roding, CM6 1RF",11769
166,"The Black Lion, Great Dunmow",black lion,"The Black Lion, The Street, High Roding, CM6 1NT",11770
167,"The Green Man, Great Dunmow",green man,"The Green Man, Mill End Green, Great Easton, CM6 2DN",11778
168,"The Prince of Wales, Great Dunmow",prince of wales,"The Prince of Wales, Brick End, Broxted, CM6 2BJ",11782
169,"The Swan Inn, Great Dunmow",swan inn,"The Swan Inn, Station Road, Felsted, CM6 3DG",11791
170,"The Swan Hotel, Great Dunmow",swan hotel,"The Swan Hotel, Bull Ring, Thaxted, CM6 2PL",11792
171,"White Hart, Great Dunmow",white hart,"White Hart, High Street, Stebbing, CM6 3SQ",11794
172,"The Red Lion, Frinton-On-Sea",red lion,"The Red Lion, 32  The Street, Kirby-Le-Soken, CO13 0EF",11819
173,"The Ship Inn, Frinton-On-Sea",ship inn,"The Ship Inn, Walton Road, Kirby-Le-Soken, CO13 0DT",11821
174,"Dog & Partridge, Grays",dog & partridge,"Dog & Partridge, Brentwood Road, Orsett, RM16 3HU",11828
175,"The Kings Arms, Grays",kings arms,"The Kings Arms, Baker Street, Orsett, RM16 3LJ",11834
176,"The Bell Inn, Halstead",bell inn,"The Bell Inn, 10  St. James Street, Castle Hedingham, CO9 3EJ",11850
177,"The Green Man, Halstead",green man,"The Green Man, Church Lane, Toppesfield, CO9 4DR",11856
178,"The Kings Head, Halstead",kings head,"The Kings Head, The Street, Pebmarsh, CO9 2NH",11859
179,"Royal Oak, Halstead Central, Halstead",royal oak,"Royal Oak, 58  High Street, Halstead, CO9 2JG",11865
180,"The Bull Hotel, Halstead Central, Halstead",bull hotel,"The Bull Hotel, Bridge Street, Halstead, CO9 1HU",11869
181,"The Dog Inn, Halstead Central, Halstead",dog inn,"The Dog Inn, 37  Hedingham Road, Halstead, CO9 2DB",11870
182,"The White Hart, Halstead Central, Halstead",white hart,"The White Hart, 15  High Street, Halstead, CO9 2AA",11871
183,"White Horse Inn, Halstead",white horse inn,"White Horse Inn, Mill Road, Ridgewell, CO9 4SG",11876
184,"The White Lion, Halstead",white lion,"The White Lion, 6  Church Street, Sible Hedingham, CO9 3NS",11877
185,"The Cock Inn, Leighton Buzzard",cock inn,"The Cock Inn, High Street, Wing, LU7 0NR",1188
186,"The Castle Inn, Harwich",castle inn,"The Castle Inn, The Street, Ramsey, CO12 5HH",11922
187,"Globe Inn, Leighton Buzzard",globe inn,"Globe Inn, Globe Lane, Linslade, LU7 2TA",1193
188,"Kings Arms, Harwich",kings arms,"Kings Arms, High Street, Dovercourt, CO12 3AT",11930
189,"The Royal Oak, Harwich",royal oak,"The Royal Oak, Main Road, Dovercourt, CO12 3PL",11934
190,"The White Hart Inn, Hockley",white hart inn,"The White Hart Inn, 274  Main Road, Hawkwell, SS5 4NS",11945
191,"The Crown Inn, Rush Green, Hornchurch",crown inn,"The Crown Inn, 360  Hornchurch Road, Hornchurch, RM12 4TW",11949
192,"The Railway Hotel, Hornchurch Central, Hornchurch",railway hotel,"The Railway Hotel, Station Lane, Hornchurch, RM12 6SB",11956
193,"The Plough Inn, Leighton Buzzard",plough inn,"The Plough Inn, Tebworth Road, Wingfield, LU7 9QH",1198
194,"The Queens Head, Leighton Buzzard",queens head,"The Queens Head, 9  High Street, Wing, LU7 0NS",1199
195,"The Black Bull, Ingatestone",black bull,"The Black Bull, Black Bull Main Road, Margaretting, CM4 9JA",11996
196,"The Old Kings Head, Ingatestone",kings head,"The Old Kings Head, Stock Road, Stock, CM4 9PQ",12004
197,"The Red Lion, Ingatestone",red lion,"The Red Lion, Roman Road, Margaretting, CM4 0EE",12005
198,"The Star Inn, Ingatestone Town, Ingatestone",star inn,"The Star Inn, High Street, Ingatestone, CM4 9ED",12006
199,"The Blue Boar, Maldon Central, Maldon",blue boar,"The Blue Boar, Silver Street, Maldon, CM9 4QE",12037
200,"The Bull Inn, Maldon",bull inn,"The Bull Inn, 2  Maldon Road, Great Totham, CM9 8NH",12039
201,"The Rose & Crown, Leighton Buzzard",rose & crown,"The Rose & Crown, Vicarage Lane, Ivinghoe, LU7 9EQ",1204
202,"The Royal Oak, Limebrook, Maldon",royal oak,"The Royal Oak, Fambridge Road, Maldon, CM9 6PE",12045
203,"The Kings Head, Maldon",kings head,"The Kings Head, 1  High Street, Tollesbury, CM9 8RG",12051
204,"Prince of Wales, Maldon",prince of wales,"Prince of Wales, 2  Prince Of Wales Road, Great Totham, CM9 8PX",12055
205,"The Queen Victoria, Maldon",queen victoria,"The Queen Victoria, The Street, Woodham Walter, CM9 6RF",12056
206,"The Queen Victoria, Maldon Central, Maldon",queen victoria,"The Queen Victoria, Spital Road, Maldon, CM9 6ED",12057
207,"The Queens Head, Maldon Central, Maldon",queens head,"The Queens Head, The Hythe, Maldon, CM9 5HN",12058
208,"The Rose & Crown (JD Wetherspoon), Maldon Central, Maldon",rose & crown,"The Rose & Crown (JD Wetherspoon), 109  High Street, Maldon, CM9 5EP",12060
209,"Swan Hotel, Maldon Central, Maldon",swan hotel,"Swan Hotel, 73  High Street, Maldon, CM9 5EP",12064
210,"The White Horse, Maldon Central, Maldon",white horse,"The White Horse, 26  High Street, Maldon, CM9 5PJ",12067
211,"The Sun Inn, Leighton Buzzard Central, Leighton Buzzard",sun inn,"The Sun Inn, Lake Street, Leighton Buzzard, LU7 1RX",1208
212,"Swan Hotel (JD Wetherspoon), Leighton Buzzard Central, Leighton Buzzard",swan hotel,"Swan Hotel (JD Wetherspoon), High Street, Leighton Buzzard, LU7 1EA",1209
213,"The Swan Inn, Leighton Buzzard",swan inn,"The Swan Inn, Chapel Square, Stewkley, LU7 0HA",1210
214,"Bear Inn, Harold Hill, Romford",bear inn,"Bear Inn, Noak Hill Road, Romford, RM3 7LL",12132
215,"The Golden Lion, Romford Central, Romford",golden lion,"The Golden Lion, 2  High Street, Romford, RM1 1HR",12145
216,"The White Horse, Leighton Buzzard",white horse,"The White Horse, 9  New Road, Linslade, LU7 2LS",1215
217,"The Orange Tree, Romford",orange tree,"The Orange Tree, Orange Tree Hill, Havering-Atte-Bower, RM4 1PJ",12155
218,"Prince Albert, Romford Central, Romford",prince albert,"Prince Albert, 32  St. Andrews Road, Romford, RM7 9BB",12159
219,"The Bell Inn, Saffron Walden",bell inn,"The Bell Inn, Royston Road, Wendens Ambo, CB11 4JY",12176
220,"Cross Keys Hotel, Saffron Walden Central, Saffron Walden",cross keys hotel,"Cross Keys Hotel, 32  High Street, Saffron Walden, CB10 1AX",12180
221,"Duke Of York, Saffron Walden Central, Saffron Walden",duke of york,"Duke Of York, 96  High Street, Saffron Walden, CB10 1EA",12181
222,"The Fox & Hounds, Saffron Walden",fox & hounds,"The Fox & Hounds, High Street, Clavering, CB11 4QR",12184
223,"The Kings Arms, Saffron Walden Central, Saffron Walden",kings arms,"The Kings Arms, 10  Market Hill, Saffron Walden, CB10 1HQ",12188
224,"The Red Lion, Saffron Walden",red lion,"The Red Lion, High Street, Hinxton, CB10 1QY",12197
225,"White Hart, Saffron Walden",white hart,"White Hart, Thaxted Road, Wimbish, CB10 2UZ",12200
226,"White Horse Inn, Saffron Walden",white horse inn,"White Horse Inn, Belmont Hill, Newport, CB11 3RF",12202
227,"The Royal Oak, South Ockenden, South Ockendon",royal oak,"The Royal Oak, The Green, South Ockendon, RM15 6SD",12207
228,"The Fox & Hounds, Southminster",fox & hounds,"The Fox & Hounds, 12  The Square, Tillingham, CM0 7SU",12265
229,"The Green Man, Bradwell Waterside, Southminster",green man,"The Green Man, Waterside, Southminster, CM0 7QX",12266
230,"The Kings Head, Southminster",kings head,"The Kings Head, High Street, Bradwell-On-Sea, CM0 7QL",12267
231,"The Kings Head, Southminster Central, Southminster",kings head,"The Kings Head, 2  High Street, Southminster, CM0 7DE",12268
232,"The Queens Head, Southminster Central, Southminster",queens head,"The Queens Head, 36  Queen Street, Southminster, CM0 7BB",12269
233,"Rose Inn, Southminster Central, Southminster",rose inn,"Rose Inn, Burnham Road, Southminster, CM0 7BL",12270
