num,pubName,stripped,address,pubID
114,"The Duke of Wellington, Hastings Town, Hastings",duke of wellington,"The Duke of Wellington, 29  High Street, Hastings, TN34 3ER",10862
115,"The Fountain, Hastings Town, Hastings",fountain,"The Fountain, 93  Queens Road, Hastings, TN34 1RL",10866
116,"Imperial, Hastings Town, Hastings",imperial,"Imperial, 119  Queens Road, Hastings, TN34 1RL",10873
117,"The Hare & Hounds, Biggleswade",hare & hounds,"The Hare & Hounds, The Village, Old Warden, SG18 9HQ",1088
118,"The Plough Inn, Hastings Town, Hastings",plough inn,"The Plough Inn, 49  Priory Road, Hastings, TN34 3JJ",10892
119,"The Royal George, Hastings Town, Hastings",royal george,"The Royal George, 31-32 Station Road, Hastings, TN34 1NJ",10893
120,"Brass Monkey, Hastings Town, Hastings",brass monkey,"Brass Monkey, 18  Havelock Road, Hastings, TN34 1BP",10896
121,"The Royal Oak, Hastings",royal oak,"The Royal Oak, Pett Road, Pett, TN35 4HG",10898
122,"Royal Standard, Hastings Town, Hastings",royal standard,"Royal Standard, 19 East Street, Hastings, TN34 3AP",10899
123,"The Stag, Hastings Town, Hastings",stag,"The Stag, All Saints Street, Hastings, TN34 3BJ",10904
124,"Yates, Hastings Town, Hastings",yates,"Yates, 53  Robertson Street, Hastings, TN34 1HY",10905
125,"The Star Inn, Heathfield",star inn,"The Star Inn, Church Street, Old Heathfield, TN21 9AH",10916
126,"The Swan Inn, Heathfield",swan inn,"The Swan Inn, Woods Corner, Dallington, TN21 9LB",10917
127,"The Albion, Hove Central, Hove",albion,"The Albion, 110  Church Road, Hove, BN3 2EB",10921
128,"The Exchange, Hove Central, Hove",exchange,"The Exchange, 8  Goldstone Street, Hove, BN3 3RL",10937
129,"The Rose, Biggleswade Town, Biggleswade",rose,"The Rose, High Street, Biggleswade, SG18 0JH",1095
130,"The Crown Hotel, Biggleswade Town, Biggleswade",crown hotel,"The Crown Hotel, 23  High Street, Biggleswade, SG18 0JE",1097
131,"The Wheatsheaf, Biggleswade Town, Biggleswade",wheatsheaf,"The Wheatsheaf, 5  Lawrence Road, Biggleswade, SG18 0LS",1098
132,"The White Hart, Biggleswade Town, Biggleswade",white hart,"The White Hart, 24  Market Square, Biggleswade, SG18 8AR",1100
133,"The Prince Of Wales, Newhaven Town, Newhaven",prince of wales,"The Prince Of Wales, 49  South Road, Newhaven, BN9 9QL",11035
134,"The Ship Hotel, Newhaven Town, Newhaven",ship hotel,"The Ship Hotel, High Street, Newhaven, BN9 9PE",11037
135,"The Castle Inn, Pevensey",castle inn,"The Castle Inn, 72  Eastbourne Road, Pevensey Bay, BN24 6HS",11048
136,"The Red Lion, Pevensey",red lion,"The Red Lion, Lion Hill, Stone Cross, BN24 5EG",11052
137,"The Smugglers Inn, Pevensey Village, Pevensey",smugglers inn,"The Smugglers Inn, High Street, Pevensey, BN24 5LF",11054
138,"The George Inn, Polegate",george inn,"The George Inn, High Street, Alfriston, BN26 5SY",11059
139,"The Star Inn, Polegate",star inn,"The Star Inn, High Street, Alfriston, BN26 5TA",11060
140,"Ye Olde Smugglers Inn, Polegate",smugglers inn,"Ye Olde Smugglers Inn, Waterloo Square, Alfriston, BN26 5UE",11062
141,"The Cross Inn, Robertsbridge",cross inn,"The Cross Inn, Cripps Corner Road, Staplecross, TN32 5QA",11063
142,"The Bell Inn, Dunstable",bell inn,"The Bell Inn, Dunstable Road, Studham, LU6 2QG",1107
143,"The Bell, Dunstable",bell,"The Bell, Market Square, Toddington, LU5 6BP",1109
144,"The Kings Head, Seaford Town, Seaford",kings head,"The Kings Head, Pelham Road, Seaford, BN25 1EP",11107
145,"The Old Plough, Seaford Town, Seaford",plough,"The Old Plough, 20  Church Street, Seaford, BN25 1HG",11114
146,"The White Lion Hotel, Seaford Town, Seaford",white lion hotel,"The White Lion Hotel, 74  Claremont Road, Seaford, BN25 2BJ",11116
147,"The Wellington, Seaford Town, Seaford",wellington,"The Wellington, 33 Steyne Road, Seaford, BN25 1HT",11117
148,"Bull Inn, St. Leonards-On-Sea",bull inn,"Bull Inn, 530  Bexhill Road, Bulverhythe, TN38 8AY",11120
149,"The Clarence, Silverhill, St. Leonards-On-Sea",clarence,"The Clarence, 391  London Road, St. Leonards-On-Sea, TN37 6PH",11122
150,"The Duke, Silverhill, St. Leonards-On-Sea",duke,"The Duke, 48  Duke Road, St. Leonards-On-Sea, TN37 7DN",11126
151,"Harrow Inn, St. Leonards-On-Sea",harrow inn,"Harrow Inn, 828  The Ridge, Baldslow, TN37 7PX",11132
152,"Horse & Groom, St Leonards-On-Sea Town, St. Leonards-On-Sea",horse & groom,"Horse & Groom, 4  Mercatoria, St. Leonards-On-Sea, TN38 0EB",11134
153,"The Nags Head, St Leonards-On-Sea Town, St. Leonards-On-Sea",nags head,"The Nags Head, 9  Gensing Road, St. Leonards-On-Sea, TN38 0ER",11136
154,"The Carpenters Arms, Dunstable",carpenters arms,"The Carpenters Arms, Sundon Road, Harlington, LU5 6LS",1114
155,"The Railway, St Leonards-On-Sea Town, St. Leonards-On-Sea",railway,"The Railway, 1  Kings Road, St. Leonards-On-Sea, TN37 6EA",11141
156,"The Royal, St Leonards-On-Sea Town, St. Leonards-On-Sea",royal,"The Royal, 1  St. Johns Road, St. Leonards-On-Sea, TN37 6HP",11145
157,"The White Lion, Chalk Hill, Dunstable",white lion,"The White Lion, Chalk Hill, Dunstable, LU6 1RS",1116
158,"Chequers, Dunstable",chequers,"Chequers, East End, Houghton Regis, LU5 5LB",1117
159,"The Cross Keys, Dunstable",cross keys,"The Cross Keys, Castle Hill Road, Totternhoe, LU6 2DA",1118
160,"The New Inn, Winchelsea Village, Winchelsea",new inn,"The New Inn, German Street, Winchelsea, TN36 4EN",11184
161,"The Queens Head, Winchelsea",queens head,"The Queens Head, Parsonage Lane, Icklesham, TN36 4BL",11186
162,"The Robin Hood, Winchelsea",robin hood,"The Robin Hood, Main Road, Icklesham, TN36 4BD",11187
163,"The Crown, Dunstable",crown,"The Crown, East End, Houghton Regis, LU5 5LB",1119
164,"The Royal Oak, Barking North, Barking",royal oak,"The Royal Oak, 203  Longbridge Road, Barking, IG11 8UF",11198
165,"The Wheatsheaf, Dunstable Town Centre, Dunstable",wheatsheaf,"The Wheatsheaf, 82  High Street North, Dunstable, LU6 1LH",1120
166,"Miller & Carter, Basildon",miller & carter,"Miller & Carter, The Climax High Road, Langdon Hills, SS16 6HU",11211
167,"The Anchor Inn, South Benfleet, Benfleet",anchor inn,"The Anchor Inn, 1  Essex Way, Benfleet, SS7 1LS",11225
168,"The Castle, Benfleet",castle,"The Castle, High Street, Hadleigh, SS7 2PB",11228
169,"White Hart, Benfleet",white hart,"White Hart, Hart Road, Thundersley, SS7 3PF",11235
170,"The Dukes Head, Billericay",dukes head,"The Dukes Head, Laindon Common Road, Little Burstead, CM12 9TA",11240
171,"The Chequers, Billericay Central, Billericay",chequers,"The Chequers, 44  High Street, Billericay, CM12 9BQ",11241
172,"Coach & Horses, Billericay Central, Billericay",coach & horses,"Coach & Horses, 36  Chapel Street, Billericay, CM12 9LU",11242
173,"Crown, Billericay Central, Billericay",crown,"Crown, High Street, Billericay, CM12 9BQ",11243
174,"Fox & Hounds, Billericay",fox & hounds,"Fox & Hounds, Church Road, Ramsden Heath, CM11 1PW",11245
175,"The Railway, Billericay Central, Billericay",railway,"The Railway, 1  High Street, Billericay, CM12 9BE",11249
176,"The White Horse, Billericay",white horse,"The White Horse, Heath Road, Ramsden Heath, CM11 1NA",11251
177,"The Angel, Bocking, Braintree",angel,"The Angel, Bradford Street, Braintree, CM7 9AT",11253
178,"Bell Inn, Braintree",bell inn,"Bell Inn, Dunmow Road, Great Bardfield, CM7 4SA",11254
179,"The Bell Inn, Braintree",bell inn,"The Bell Inn, 37  Kynaston Road, Panfield, CM7 5AQ",11255
180,"The Boars Head, Braintree Central, Braintree",boars head,"The Boars Head, 85  High Street, Braintree, CM7 1JS",11257
181,"The Bull, Braintree Central, Braintree",bull,"The Bull, Market Place, Braintree, CM7 3HG",11259
182,"The Eagle, Braintree Central, Braintree",eagle,"The Eagle, 192  Coggeshall Road, Braintree, CM7 9ER",11262
183,"The Fox Inn, Braintree",fox inn,"The Fox Inn, The Green, Finchingfield, CM7 4JX",11264
184,"Green Dragon, Braintree",green dragon,"Green Dragon, London Road, Black Notley, CM77 8QN",11265
185,"Horse & Groom, Braintree Central, Braintree",horse & groom,"Horse & Groom, Rayne Road, Braintree, CM7 2QH",11267
186,"King William IV, Braintree",king william iv,"King William IV, London Road, Great Notley, CM77 7PU",11269
187,"The Globe, Dunstable Town Centre, Dunstable",globe,"The Globe, 43  Winfield Street, Dunstable, LU6 1LS",1127
188,"The Nags Head, Braintree Central, Braintree",nags head,"The Nags Head, Market Place, Braintree, CM7 3HG",11274
189,"The Orange Tree, Braintree East, Braintree",orange tree,"The Orange Tree, Cressing Road, Braintree, CM7 3PH",11276
190,"The Swan, Braintree",swan,"The Swan, 1  The Street, Rayne, CM77 6RQ",11287
191,"The White Hart, Braintree Central, Braintree",white hart,"The White Hart, Bocking End, Braintree, CM7 9AB",11291
192,"The Vine Inn, Braintree",vine inn,"The Vine Inn, The Street, Black Notley, CM77 8LL",11294
193,"The Vine, Braintree",vine,"The Vine, Vine Street, Great Bardfield, CM7 4SR",11295
194,"The New Inn, Bath Central, Bath",new inn,"The New Inn, 24  Monmouth Place, Bath, BA1 2AY",113
195,"Horse & Jockey, Dunstable",horse & jockey,"Horse & Jockey, 125 Watling Street, Kensworth, LU6 3QP",1132
196,"The Kings Arms, Dunstable",kings arms,"The Kings Arms, High Street, Houghton Regis, LU5 5BJ",1134
197,"The Anchor, Chelmsford Central, Chelmsford",anchor,"The Anchor, 151  Moulsham Street, Chelmsford, CM2 0LD",11368
198,"The Anchor, Chelmsford",anchor,"The Anchor, Runsell Green, Danbury, CM3 4QZ",11369
199,"The Angel, Chelmsford",angel,"The Angel, 160  Main Road, Broomfield, CM1 7AH",11370
200,"The Bakers Arms, Chelmsford",bakers arms,"The Bakers Arms, Eves Corner, Danbury, CM3 4QF",11371
201,"The Bay Horse, Chelmsford Central, Chelmsford",bay horse,"The Bay Horse, 189 Moulsham Street, Chelmsford, CM2 0LG",11372
202,"The Bell, Chelmsford",bell,"The Bell, The Street, Purleigh, CM3 6QJ",11377
203,"The Black Bull, Chelmsford North, Chelmsford",black bull,"The Black Bull, 244  Rainsford Road, Chelmsford, CM1 2PN",11380
204,"Brewers Arms, Chelmsford",brewers arms,"Brewers Arms, Main Road, Bicknacre, CM3 4HD",11385
205,"The Chequers Inn, Chelmsford",chequers inn,"The Chequers Inn, The Street, Roxwell, CM1 4PD",11389
206,"The Oddfellows Arms, Dunstable",oddfellows arms,"The Oddfellows Arms, Conger Lane, Toddington, LU5 6BT",1139
207,"The Compasses, Chelmsford North, Chelmsford",compasses,"The Compasses, 141  Broomfield Road, Chelmsford, CM1 1RY",11394
208,"Cricketers Arms, Chelmsford",cricketers arms,"Cricketers Arms, Penny Royal Road, Danbury, CM3 4ED",11395
209,"The Cricketers, Chelmsford Central, Chelmsford",cricketers,"The Cricketers, 143  Moulsham Street, Chelmsford, CM2 0JT",11396
210,"The Cross Keys, Chelmsford",cross keys,"The Cross Keys, The Green, Hatfield Peverel, CM3 2JQ",11397
211,"Crown, Chelmsford",crown,"Crown, Sandon Green, Sandon, CM2 7SH",11398
212,"The Victoria, Lower Weston, Bath",victoria,"The Victoria, Upper Bristol Road, Bath, BA1 3AT",114
213,"The Dog & Partridge, Chelmsford",dog & partridge,"The Dog & Partridge, Main Road, Great Leighs, CM3 1NR",11401
214,"Duke Of Wellington, Chelmsford",duke of wellington,"Duke Of Wellington, The Street, Hatfield Peverel, CM3 2EA",11402
215,"The Eagle, Galleywood, Chelmsford",eagle,"The Eagle, Stock Road, Chelmsford, CM2 8PS",11404
216,"The Railway, Chelmsford",railway,"The Railway, 50  Hullbridge Road, South Woodham Ferrers, CM3 5NG",11406
217,"The Fox & Goose, Chelmsford",fox & goose,"The Fox & Goose, Mill House Ongar Road, Cooksmill Green, CM1 3SW",11408
218,"Fox & Hounds, Chelmsford",fox & hounds,"Fox & Hounds, Birchwood Road, Cock Clarks, CM3 6RF",11409
219,"The Rose & Crown, Chelmsford",rose & crown,"The Rose & Crown, Minnows End, Chelmsford Road, Great Waltham, CM3 1AG",11412
220,"The Griffin, Chelmsford",griffin,"The Griffin, 64  Main Road, Danbury, CM3 4DH",11415
221,"Horse & Groom, Chelmsford",horse & groom,"Horse & Groom, Roxwell Road, Writtle, CM1 3RU",11417
222,"Old Red Lion, Dunstable",red lion,"Old Red Lion, Bedford Road, Houghton Regis, LU5 6JR",1142
223,"The Kings Arms, Chelmsford",kings arms,"The Kings Arms, 295  Main Road, Broomfield, CM1 7AU",11420
224,"The Kings Head, Chelmsford",kings head,"The Kings Head, 49  Maldon Road, Great Baddow, CM2 7DN",11421
225,"Red Lion, Chelmsford",red lion,"Red Lion, 47  The Street, Latchingdon, CM3 6JR",11423
226,"The Nags Head, Chelmsford Central, Chelmsford",nags head,"The Nags Head, 22  Baddow Road, Chelmsford, CM2 0DG",11426
227,"The Oddfellows Arms, Chelmsford Central, Chelmsford",oddfellows arms,"The Oddfellows Arms, 195  Springfield Road, Chelmsford, CM2 6JP",11429
228,"The Orange Tree, Chelmsford Central, Chelmsford",orange tree,"The Orange Tree, 6  Lower Anchor Street, Chelmsford, CM2 0AS",11430
229,"The Plough, Chelmsford Central, Chelmsford",plough,"The Plough, 28  Duke Street, Chelmsford, CM1 1HY",11431
230,"The Queen's Head, Chelmsford Central, Chelmsford",queen's head,"The Queen's Head, 30  Lower Anchor Street, Chelmsford, CM2 0AS",11432
231,"The Prince of Wales, Chelmsford",prince of wales,"The Prince of Wales, Woodham Road, Stow Maries, CM3 6SA",11437
232,"The Queens Head, Chelmsford",queens head,"The Queens Head, Church Road, Boreham, CM3 3EG",11438
233,"The Golden Fleece, Chelmsford Central, Chelmsford",golden fleece,"The Golden Fleece, Duke Street, Chelmsford, CM1 1JP",11439
234,"The Old Sun, Dunstable",sun,"The Old Sun, 34 Sundon Road, Harlington, LU5 6LS",1144
235,"The Lion, Chelmsford",lion,"The Lion, Main Road, Boreham, CM3 3JA",11441
